Name,Ticker,Identifier,SEDOL,Weight,Sector,Shares Held,Local Currency,,,,
CBOE GLOBAL MARKETS INC,CBOE,12503M108,B5834C5,0.051657,-,1246022.000,USD,,,,
OTIS WORLDWIDE CORP,OTIS,68902V107,BK531S8,0.050926,-,4660821.000,USD,,,,
EXTRA SPACE STORAGE INC,EXR,30225T102,B02HWR9,0.050506,-,2538065.000,USD,,,,
PAYCHEX INC,PAYX,704326107,2674458,0.050273,-,3873705.000,USD,,,,
AMEREN CORPORATION,AEE,023608102,2050832,0.050209,-,3295932.000,USD,,,,
TAPESTRY INC,TPR,876030107,BF09HX3,0.050147,-,2405161.000,USD,,,,
STEEL DYNAMICS INC,STLD,858119100,2849472,0.050093,-,1642012.000,USD,,,,
VICI PROPERTIES INC,VICI,925652109,BYWH073,0.050037,-,12708765.000,USD,,,,
ATMOS ENERGY CORP,ATO,049560105,2315359,0.049989,-,1972514.000,USD,,,,
TELEDYNE TECHNOLOGIES INC,TDY,879360105,2503477,0.049725,-,558389.000,USD,,,,
INGERSOLL RAND INC,IR,45687V106,BL5GZ82,0.049677,-,4228108.000,USD,,,,
COPART INC,CPRT,217204106,2208073,0.049609,-,10613352.000,USD,,,,
IQVIA HOLDINGS INC,IQV,46266C105,BDR73G1,0.049457,-,2031975.000,USD,,,,
DTE ENERGY COMPANY,DTE,233331107,2280220,0.049135,-,2472108.000,USD,,,,
DOVER CORP,DOV,260003108,2278407,0.048877,-,1601632.000,USD,,,,
XYLEM INC,XYL,98419M100,B3P2CN8,0.048236,-,2902001.000,USD,,,,
HUBBELL INC,HUBB,443510607,BDFG6S3,0.048128,-,632658.000,USD,,,,
COGNIZANT TECH SOLUTIONS A,CTSH,192446102,2257019,0.047578,-,5681267.000,USD,,,,
CASEY S GENERAL STORES INC,CASY,147528103,2179414,0.047381,-,437458.000,USD,,,,
QNITY ELECTRONICS INC,Q,74743L100,BW1P234,0.046984,-,2514971.000,USD,,,,
PPL CORP,PPL,69351T106,2680905,0.046614,-,8805988.000,USD,,,,
WILLIS TOWERS WATSON PLC,WTW,G96629103,BDB6Q21,0.046583,-,1128956.000,USD,,,,
DEVON ENERGY CORP,DVN,25179M103,2480677,0.046555,-,7369405.000,USD,,,,
HERSHEY CO/THE,HSY,427866108,2422806,0.046136,-,1764740.000,USD,,,,
CITIZENS FINANCIAL GROUP,CFG,174610105,BQRX1X3,0.045634,-,5044448.000,USD,,,,
CENTERPOINT ENERGY INC,CNP,15189T107,2440637,0.045485,-,7770943.000,USD,,,,
DOW INC,DOW,260557103,BHXCF84,0.045293,-,8534040.000,USD,,,,
WORKDAY INC CLASS A,WDAY,98138H101,B8K6ZD1,0.045272,-,2530089.000,USD,,,,
BIOGEN INC,BIIB,09062X103,2455965,0.045253,-,1756655.000,USD,,,,
RAYMOND JAMES FINANCIAL INC,RJF,754730109,2718992,0.045136,-,2108218.000,USD,,,,
DOLLAR GENERAL CORP,DG,256677105,B5B1S13,0.045052,-,2620243.000,USD,,,,
METTLER TOLEDO INTERNATIONAL,MTD,592688105,2126249,0.044829,-,244355.000,USD,,,,
EDISON INTERNATIONAL,EIX,281020107,2829515,0.044526,-,4609279.000,USD,,,,
SYNCHRONY FINANCIAL,SYF,87165B103,BP96PS6,0.044360,-,4124715.000,USD,,,,
HUMANA INC,HUM,444859102,2445063,0.043287,-,1437531.000,USD,,,,
CINCINNATI FINANCIAL CORP,CINF,172062101,2196888,0.043038,-,1866259.000,USD,,,,
AMERICAN WATER WORKS CO INC,AWK,030420103,B2R3PV1,0.042697,-,2333961.000,USD,,,,
VERISK ANALYTICS INC,VRSK,92345Y106,B4P9W92,0.042141,-,1670531.000,USD,,,,
TEXAS PACIFIC LAND CORP,TPL,88262P102,BM99VY2,0.041894,-,690854.000,USD,,,,
ULTA BEAUTY INC,ULTA,90384S303,B28TS42,0.041600,-,526658.000,USD,,,,
FIRSTENERGY CORP,FE,337932107,2100920,0.041574,-,6186253.000,USD,,,,
EVERSOURCE ENERGY,ES,30040W108,BVVN4Q8,0.041311,-,4462686.000,USD,,,,
PPG INDUSTRIES INC,PPG,693506107,2698470,0.041039,-,2670663.000,USD,,,,
FIDELITY NATIONAL INFO SERV,FIS,31620M106,2769796,0.040920,-,6193526.000,USD,,,,
ARES MANAGEMENT CORP   A,ARES,03990B101,BF14BT1,0.040791,-,2456980.000,USD,,,,
FAIR ISAAC CORP,FICO,303250104,2330299,0.040731,-,283603.000,USD,,,,
PULTEGROUP INC,PHM,745867101,2708841,0.040636,-,2280205.000,USD,,,,
REGIONS FINANCIAL CORP,RF,7591EP100,B01R311,0.040447,-,10298318.000,USD,,,,
OMNICOM GROUP,OMC,681919106,2279303,0.040387,-,3734154.000,USD,,,,
AVALONBAY COMMUNITIES INC,AVB,053484101,2131179,0.040339,-,1691541.000,USD,,,,
LIVE NATION ENTERTAINMENT IN,LYV,538034109,B0T7YX2,0.040205,-,1892223.000,USD,,,,
COTERRA ENERGY INC,CTRA,127097103,2162340,0.040047,-,9075961.000,USD,,,,
WILLIAMS SONOMA INC,WSM,969904101,2967589,0.039682,-,1416024.000,USD,,,,
DEXCOM INC,DXCM,252131107,B0796X4,0.039631,-,4569812.000,USD,,,,
ALBEMARLE CORP,ALB,012653101,2046853,0.038473,-,1399614.000,USD,,,,
CMS ENERGY CORP,CMS,125896100,2219224,0.038255,-,3653570.000,USD,,,,
CORPAY INC,CPAY,219948106,BMX5GK7,0.038248,-,836799.000,USD,,,,
EQUIFAX INC,EFX,294429105,2319146,0.038078,-,1428418.000,USD,,,,
LABCORP HOLDINGS INC,LH,504922105,BSBK800,0.037631,-,993447.000,USD,,,,
SBA COMMUNICATIONS CORP,SBAC,78410G104,BZ6TS23,0.037624,-,1274421.000,USD,,,,
DARDEN RESTAURANTS INC,DRI,237194105,2289874,0.037286,-,1366563.000,USD,,,,
EXPAND ENERGY CORP,EXE,165167735,BMZ5LZ5,0.037150,-,2844896.000,USD,,,,
QUEST DIAGNOSTICS INC,DGX,74834L100,2702791,0.037069,-,1304975.000,USD,,,,
VERALTO CORP,VLTO,92338C103,BPGMZQ5,0.037029,-,2980478.000,USD,,,,
NISOURCE INC,NI,65473P105,2645409,0.036936,-,5681167.000,USD,,,,
CONSTELLATION BRANDS INC A,STZ,21036P108,2170473,0.036664,-,1686228.000,USD,,,,
VERISIGN INC,VRSN,92343E102,2142922,0.036577,-,978652.000,USD,,,,
NETAPP INC,NTAP,64110D104,2630643,0.036379,-,2348811.000,USD,,,,
CHURCH + DWIGHT CO INC,CHD,171340102,2195841,0.036270,-,2808755.000,USD,,,,
C.H. ROBINSON WORLDWIDE INC,CHRW,12541W209,2116228,0.036069,-,1417745.000,USD,,,,
T ROWE PRICE GROUP INC,TROW,74144T108,2702337,0.036046,-,2624490.000,USD,,,,
STERIS PLC,STE,G8473T100,BFY8C75,0.035692,-,1174018.000,USD,,,,
SMURFIT WESTROCK PLC,SW,G8267P108,BRK49M5,0.035617,-,6237166.000,USD,,,,
EQUITY RESIDENTIAL,EQR,29476L107,2319157,0.034938,-,4077532.000,USD,,,,
TRACTOR SUPPLY COMPANY,TSCO,892356106,2900335,0.034721,-,6333718.000,USD,,,,
CHARTER COMMUNICATIONS INC A,CHTR,16119P108,BZ6VT82,0.034208,-,1020556.000,USD,,,,
KEYCORP,KEY,493267108,2490911,0.034072,-,11128585.000,USD,,,,
LENNAR CORP W/D,LEN,526057104,2511920,0.033714,-,2580419.000,USD,,,,
EXPEDITORS INTL WASH INC,EXPD,302130109,2325507,0.033531,-,1603096.000,USD,,,,
BROWN + BROWN INC,BRO,115236101,2692687,0.033437,-,3500469.000,USD,,,,
SOUTHWEST AIRLINES CO,LUV,844741108,2831543,0.033031,-,5826634.000,USD,,,,
FIRST SOLAR INC,FSLR,336433107,B1HMF22,0.032986,-,1275952.000,USD,,,,
SNAP ON INC,SNA,833034101,2818740,0.032962,-,620289.000,USD,,,,
WEST PHARMACEUTICAL SERVICES,WST,955306105,2950482,0.032751,-,860532.000,USD,,,,
LEIDOS HOLDINGS INC,LDOS,525327102,BDV82B8,0.032514,-,1531936.000,USD,,,,
WR BERKLEY CORP,WRB,084423102,2093644,0.032009,-,3532850.000,USD,,,,
NVR INC,NVR,62944T105,2637785,0.031968,-,33281.000,USD,,,,
HP INC,HPQ,40434L105,BYX4D52,0.031775,-,10875461.000,USD,,,,
DOLLAR TREE INC,DLTR,256746108,2272476,0.031546,-,2193066.000,USD,,,,
AMCOR PLC,AMCR,G0250X149,BV7DQ55,0.031429,-,5519755.000,USD,,,,
FORTIVE CORP,FTV,34959J108,BYT3MK1,0.031396,-,3713323.000,USD,,,,
BROADRIDGE FINANCIAL SOLUTIO,BR,11133T103,B1VP7R6,0.031384,-,1399523.000,USD,,,,
DUPONT DE NEMOURS INC,DD,26614N102,BK0VN47,0.031380,-,4849260.000,USD,,,,
CF INDUSTRIES HOLDINGS INC,CF,125269100,B0G4K50,0.031355,-,1865712.000,USD,,,,
LOEWS CORP,L,540424108,2523022,0.031339,-,2029024.000,USD,,,,
HUNT (JB) TRANSPRT SVCS INC,JBHT,445658107,2445416,0.031272,-,899012.000,USD,,,,
MODERNA INC,MRNA,60770K107,BGSXTS3,0.031151,-,4146397.000,USD,,,,
PRINCIPAL FINANCIAL GROUP,PFG,74251V102,2803014,0.031094,-,2344548.000,USD,,,,
GENERAL MILLS INC,GIS,370334104,2367026,0.031020,-,6388377.000,USD,,,,
KRAFT HEINZ CO/THE,KHC,500754106,BYRY499,0.030994,-,10178649.000,USD,,,,
PACKAGING CORP OF AMERICA,PKG,695156109,2504566,0.030976,-,1062046.000,USD,,,,
INTERNATIONAL PAPER CO,IP,460146103,2465254,0.030827,-,6278771.000,USD,,,,
ESTEE LAUDER COMPANIES CL A,EL,518439104,2320524,0.030789,-,2929659.000,USD,,,,
EVERGY INC,EVRG,30034W106,BFMXGR0,0.030736,-,2761232.000,USD,,,,
CDW CORP/DE,CDW,12514G108,BBM5MD6,0.030672,-,1565662.000,USD,,,,
INTL FLAVORS + FRAGRANCES,IFF,459506101,2464165,0.030516,-,3041563.000,USD,,,,
LYONDELLBASELL INDU CL A,LYB,N53745100,B3SPXZ3,0.030474,-,3079983.000,USD,,,,
ZIMMER BIOMET HOLDINGS INC,ZBH,98956P102,2783815,0.030436,-,2370236.000,USD,,,,
TYSON FOODS INC CL A,TSN,902494103,2909730,0.030279,-,3384871.000,USD,,,,
CENTENE CORP,CNC,15135B101,2807061,0.030182,-,5566237.000,USD,,,,
ALLIANT ENERGY CORP,LNT,018802108,2973821,0.030072,-,3051310.000,USD,,,,
LULULEMON ATHLETICA INC,LULU,550021109,B23FN39,0.029793,-,1290055.000,USD,,,,
WEYERHAEUSER CO,WY,962166104,2958936,0.029695,-,8611814.000,USD,,,,
F5 INC,FFIV,315616102,2427599,0.029269,-,669505.000,USD,,,,
LAS VEGAS SANDS CORP,LVS,517834107,B02T2J7,0.029003,-,3638334.000,USD,,,,
BUNGE GLOBAL SA,BG,H11356104,BQ6BPG9,0.028223,-,1619004.000,USD,,,,
VIATRIS INC,VTRS,92556V106,BMWS3X9,0.028207,-,13822790.000,USD,,,,
BALL CORP,BALL,058498106,2073022,0.028137,-,3205463.000,USD,,,,
GLOBAL PAYMENTS INC,GPN,37940X102,2712013,0.028085,-,2831759.000,USD,,,,
PTC INC,PTC,69370C100,B95N910,0.027931,-,1430581.000,USD,,,,
ECHOSTAR CORP A,SATS,278768106,B2NC471,0.027539,-,1604924.000,USD,,,,
COSTAR GROUP INC,CSGP,22160N109,2262864,0.027367,-,5076903.000,USD,,,,
TRIMBLE INC,TRMB,896239100,2903958,0.027044,-,2830423.000,USD,,,,
ESSEX PROPERTY TRUST INC,ESS,297178105,2316619,0.026778,-,763519.000,USD,,,,
KIMCO REALTY CORP,KIM,49446R109,2491594,0.026561,-,8093183.000,USD,,,,
ROLLINS INC,ROL,775711104,2747305,0.026458,-,3490808.000,USD,,,,
INCYTE CORP,INCY,45337C102,2471950,0.026395,-,1980115.000,USD,,,,
GENUINE PARTS CO,GPC,372460105,2367480,0.026337,-,1653141.000,USD,,,,
TEXTRON INC,TXT,883203101,2885937,0.025933,-,2061789.000,USD,,,,
LENNOX INTERNATIONAL INC,LII,526107107,2442053,0.025900,-,379448.000,USD,,,,
DECKERS OUTDOOR CORP,DECK,243537107,2267278,0.025649,-,1680496.000,USD,,,,
JACOBS SOLUTIONS INC,J,46982L108,BNGC0D3,0.025459,-,1418966.000,USD,,,,
IDEX CORP,IEX,45167R104,2456612,0.025400,-,895298.000,USD,,,,
INVITATION HOMES INC,INVH,46187W107,BD81GW9,0.025117,-,6729863.000,USD,,,,
NORDSON CORP,NDSN,655663102,2641838,0.024940,-,636750.000,USD,,,,
RALPH LAUREN CORP,RL,751212101,B4V9661,0.024690,-,460791.000,USD,,,,
MID AMERICA APARTMENT COMM,MAA,59522J103,2589132,0.024457,-,1403976.000,USD,,,,
HUNTINGTON INGALLS INDUSTRIE,HII,446413106,B40SSC9,0.024413,-,465939.000,USD,,,,
PENTAIR PLC,PNR,G7S00T104,BLS09M3,0.024401,-,1957240.000,USD,,,,
TYLER TECHNOLOGIES INC,TYL,902252105,2909644,0.024346,-,514654.000,USD,,,,
SUPER MICRO COMPUTER INC,SMCI,86800U302,BRC3N73,0.023591,-,5989629.000,USD,,,,
EVEREST GROUP LTD,EG,G3223R108,2556868,0.023330,-,481392.000,USD,,,,
AKAMAI TECHNOLOGIES INC,AKAM,00971T101,2507457,0.023216,-,1708627.000,USD,,,,
INSULET CORP,PODD,45784P101,B1XGNW4,0.022337,-,838328.000,USD,,,,
HOST HOTELS + RESORTS INC,HST,44107P104,2567503,0.022290,-,7618288.000,USD,,,,
MASCO CORP,MAS,574599106,2570200,0.022249,-,2405618.000,USD,,,,
APA CORP,APA,03743Q108,BNNF1C1,0.021948,-,4241605.000,USD,,,,
REGENCY CENTERS CORP,REG,758849103,2726177,0.021873,-,1973281.000,USD,,,,
MCCORMICK + CO NON VTG SHRS,MKC,579780206,2550161,0.021805,-,3027952.000,USD,,,,
AVERY DENNISON CORP,AVY,053611109,2066408,0.021705,-,924537.000,USD,,,,
COOPER COS INC/THE,COO,216648501,BQPDXR3,0.021616,-,2318385.000,USD,,,,
ALIGN TECHNOLOGY INC,ALGN,016255101,2679204,0.021565,-,797444.000,USD,,,,
BEST BUY CO INC,BBY,086516101,2094670,0.021555,-,2336497.000,USD,,,,
APTIV PLC,APTV,G3265R107,BTDN8H1,0.021210,-,2518086.000,USD,,,,
FOX CORP   CLASS A,FOXA,35137L105,BJJMGL2,0.021120,-,2370608.000,USD,,,,
GENERAC HOLDINGS INC,GNRC,368736104,B6197Q2,0.020530,-,692959.000,USD,,,,
ALLEGION PLC,ALLE,G0176J109,BFRT3W7,0.020446,-,1028709.000,USD,,,,
PINNACLE WEST CAPITAL,PNW,723484101,2048804,0.020161,-,1441169.000,USD,,,,
TKO GROUP HOLDINGS INC,TKO,87256C101,BQBBFD1,0.020114,-,792953.000,USD,,,,
HASBRO INC,HAS,418056107,2414580,0.019992,-,1584547.000,USD,,,,
GODADDY INC   CLASS A,GDDY,380237107,BWFRFC6,0.019841,-,1616480.000,USD,,,,
CLOROX COMPANY,CLX,189054109,2204026,0.019692,-,1445005.000,USD,,,,
GLOBE LIFE INC,GL,37959E102,BK6YKG1,0.019690,-,941737.000,USD,,,,
STANLEY BLACK + DECKER INC,SWK,854502101,B3Q2FJ4,0.019649,-,1860092.000,USD,,,,
ASSURANT INC,AIZ,04621X108,2331430,0.019153,-,603822.000,USD,,,,
DOMINO S PIZZA INC,DPZ,25754A201,B01SD70,0.019043,-,372305.000,USD,,,,
ZEBRA TECHNOLOGIES CORP CL A,ZBRA,989207105,2989356,0.019034,-,580524.000,USD,,,,
HEALTHPEAK PROPERTIES INC,DOC,42250P103,BJBLRK3,0.018771,-,8226548.000,USD,,,,
JACK HENRY + ASSOCIATES INC,JKHY,426281101,2469193,0.018649,-,865676.000,USD,,,,
GEN DIGITAL INC,GEN,668771108,BJN4XN5,0.018435,-,6683571.000,USD,,,,
GARTNER INC,IT,366651107,2372763,0.018321,-,831876.000,USD,,,,
INVESCO LTD,IVZ,G491BT108,B28XP76,0.018265,-,5280016.000,USD,,,,
UDR INC,UDR,902653104,2727910,0.017575,-,3626626.000,USD,,,,
REVVITY INC,RVTY,714046109,2305844,0.017535,-,1342640.000,USD,,,,
CAMDEN PROPERTY TRUST,CPT,133131102,2166320,0.017503,-,1232871.000,USD,,,,
AES CORP,AES,00130H105,2002479,0.017185,-,8590459.000,USD,,,,
JM SMUCKER CO/THE,SJM,832696405,2951452,0.017055,-,1285875.000,USD,,,,
TRADE DESK INC/THE  CLASS A,TTD,88339J105,BD8FDD1,0.016926,-,5266099.000,USD,,,,
SOLVENTUM CORP,SOLV,83444M101,BMTQB43,0.016925,-,1771328.000,USD,,,,
BUILDERS FIRSTSOURCE INC,BLDR,12008R107,B0BV2M7,0.016589,-,1334066.000,USD,,,,
NEWS CORP   CLASS A,NWSA,65249B109,BBGVT40,0.016387,-,4477195.000,USD,,,,
UNIVERSAL HEALTH SERVICES B,UHS,913903100,2923785,0.016163,-,653423.000,USD,,,,
BAXTER INTERNATIONAL INC,BAX,071813109,2085102,0.015797,-,6166875.000,USD,,,,
BIO TECHNE CORP,TECH,09073M104,BSHZ3Q0,0.015407,-,1863741.000,USD,,,,
SKYWORKS SOLUTIONS INC,SWKS,83088M102,2961053,0.015086,-,1816737.000,USD,,,,
CHARLES RIVER LABORATORIES,CRL,159864107,2604336,0.015039,-,592884.000,USD,,,,
WYNN RESORTS LTD,WYNN,983134107,2963811,0.014999,-,1005642.000,USD,,,,
FACTSET RESEARCH SYSTEMS INC,FDS,303075105,2329770,0.014916,-,448028.000,USD,,,,
NORWEGIAN CRUISE LINE HOLDIN,NCLH,G66721104,B9CGTC3,0.014715,-,5494864.000,USD,,,,
FEDERAL REALTY INVS TRUST,FRT,313745101,BN7P9B2,0.014429,-,937240.000,USD,,,,
BXP INC,BXP,101121101,2019479,0.014232,-,1756142.000,USD,,,,
FRANKLIN RESOURCES INC,BEN,354613101,2350684,0.014067,-,3727709.000,USD,,,,
FOX CORP   CLASS B,FOX,35137L204,BJJMGY5,0.013275,-,1662701.000,USD,,,,
HENRY SCHEIN INC,HSIC,806407102,2416962,0.013073,-,1196943.000,USD,,,,
MOSAIC CO/THE,MOS,61945C103,B3NPHP6,0.012757,-,3805158.000,USD,,,,
POOL CORP,POOL,73278L105,2781585,0.012632,-,391106.000,USD,,,,
ALEXANDRIA REAL ESTATE EQUIT,ARE,015271109,2009210,0.012298,-,1856799.000,USD,,,,
MGM RESORTS INTERNATIONAL,MGM,552953101,2547419,0.012207,-,2253047.000,USD,,,,
SMITH (A.O.) CORP,AOS,831865209,2816023,0.012116,-,1345725.000,USD,,,,
EPAM SYSTEMS INC,EPAM,29414B104,B44Z3T8,0.012074,-,659660.000,USD,,,,
MOLSON COORS BEVERAGE CO   B,TAP,60871R209,B067BM3,0.012044,-,1994387.000,USD,,,,
CONAGRA BRANDS INC,CAG,205887102,2215460,0.011693,-,5753545.000,USD,,,,
ERIE INDEMNITY COMPANY CL A,ERIE,29530P102,2311711,0.010606,-,301580.000,USD,,,,
HORMEL FOODS CORP,HRL,440452100,2437264,0.010338,-,3511538.000,USD,,,,
BROWN FORMAN CORP CLASS B,BF.B,115637209,2146838,0.008193,-,2056906.000,USD,,,,
DAVITA INC,DVA,23918K108,2898087,0.008083,-,389208.000,USD,,,,
THE CAMPBELL S COMPANY,CPB,134429109,2162845,0.006858,-,2367421.000,USD,,,,
NEWS CORP   CLASS B,NWS,65249B208,BBGVT51,0.006111,-,1450033.000,USD,,,,
PARAMOUNT SKYDANCE CL B,PSKY,69932A204,BSNMNQ5,0.006005,-,3733787.000,USD,,,,
CONTRA HOLOGIC INCORPO,2602335D,436CVR021,-,0.000004,-,2578626.000,USD,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
